Day,Sales
Day 3255,7322
Day 3256,8033
Day 3257,4052
Day 3258,3188
Day 3259,286
Day 3260,822
Day 3261,6481
Day 3262,2109
Day 3263,3105
Day 3264,368
Day 3265,1378
Day 3266,1342
Day 3267,3347
Day 3268,2680
Day 3269,1603
Day 3270,7269
Day 3271,721
Day 3272,4608
Day 3273,2737
Day 3274,1597
Day 3275,691
Day 3276,4222
Day 3277,9727
Day 3278,9095
Day 3279,2604
Day 3280,7979
Day 3281,6861
Day 3282,439
Day 3283,1949
Day 3284,5038
Day 3285,243
Day 3286,4009
Day 3287,8523
Day 3288,8695
Day 3289,1410
Day 3290,3629
Day 3291,1625
Day 3292,5104
Day 3293,1397
Day 3294,1767
Day 3295,968
Day 3296,1961
Day 3297,122
Day 3298,270
Day 3299,7169
Day 3300,1927
Day 3301,4723
Day 3302,4797
Day 3303,4057
Day 3304,4855
Day 3305,8310
Day 3306,8437
Day 3307,5041
Day 3308,8243
Day 3309,371
Day 3310,2904
Day 3311,1608
Day 3312,7599
Day 3313,2652
Day 3314,2393
Day 3315,2358
Day 3316,2655
Day 3317,7081
Day 3318,2869
Day 3319,3587
Day 3320,1013
Day 3321,3743
Day 3322,6159
Day 3323,2160
Day 3324,1601
Day 3325,8209
Day 3326,9167
Day 3327,6216
Day 3328,9580
Day 3329,3672
Day 3330,7900
Day 3331,2483
Day 3332,3835
Day 3333,7126
Day 3334,7114
Day 3335,4233
Day 3336,1986
Day 3337,4244
Day 3338,195
Day 3339,1219
Day 3340,379
Day 3341,1255
Day 3342,1577
Day 3343,6128
Day 3344,2293
Day 3345,8730
Day 3346,6857
Day 3347,593
Day 3348,9244
Day 3349,1936
Day 3350,2261
Day 3351,3407
Day 3352,3621
Day 3353,7508
Day 3354,5309
Day 3355,2927
Day 3356,9043
Day 3357,5766
Day 3358,2771
Day 3359,7889
Day 3360,9221
Day 3361,3679
Day 3362,3925
Day 3363,9657
Day 3364,8989
Day 3365,2704
Day 3366,3544
Day 3367,9365
Day 3368,1799
Day 3369,9269
Day 3370,4542
Day 3371,1807
Day 3372,4327
Day 3373,2170
Day 3374,949
Day 3375,7456
Day 3376,5249
Day 3377,6349
Day 3378,8874
Day 3379,444
Day 3380,8434
Day 3381,2107
Day 3382,5677
Day 3383,932
Day 3384,843
Day 3385,6123
Day 3386,908
Day 3387,7176
Day 3388,5736
Day 3389,2069
Day 3390,6879
Day 3391,4165
Day 3392,6546
Day 3393,6691
Day 3394,2418
Day 3395,5778
Day 3396,5467
Day 3397,218
Day 3398,5568
Day 3399,5923
Day 3400,5343
Day 3401,3290
Day 3402,3855
Day 3403,2185
Day 3404,5690
Day 3405,3139
Day 3406,9503
Day 3407,5382
Day 3408,9105
Day 3409,8318
Day 3410,3576
Day 3411,6479
Day 3412,417
Day 3413,5718
Day 3414,4073
Day 3415,9783
Day 3416,5535
Day 3417,6396
Day 3418,267
Day 3419,4848
Day 3420,9779
Day 3421,4704
Day 3422,5082
Day 3423,7736
Day 3424,1129
Day 3425,3343
Day 3426,1257
Day 3427,9427
Day 3428,6119
Day 3429,4621
Day 3430,8755
Day 3431,3920
Day 3432,9061
Day 3433,2192
Day 3434,6400
Day 3435,6055
Day 3436,3675
Day 3437,8276
Day 3438,2007
Day 3439,1206
Day 3440,7901
Day 3441,7700
Day 3442,7785
Day 3443,8817
Day 3444,6762
Day 3445,540
Day 3446,6093
Day 3447,6905
Day 3448,6568
Day 3449,2640
Day 3450,3629
Day 3451,1316
Day 3452,2412
Day 3453,307
Day 3454,3288
Day 3455,3918
Day 3456,112
Day 3457,5137
Day 3458,3042
Day 3459,3894
Day 3460,9584
Day 3461,2049
Day 3462,9345
Day 3463,6457
Day 3464,1409
Day 3465,9775
Day 3466,6780
Day 3467,7578
Day 3468,289
Day 3469,4923
Day 3470,642
Day 3471,780
Day 3472,7012
Day 3473,8481
Day 3474,4080
Day 3475,930
Day 3476,8616
Day 3477,7935
Day 3478,1600
Day 3479,4526
Day 3480,6831
Day 3481,1621
Day 3482,5463
Day 3483,2302
Day 3484,5050
Day 3485,965
Day 3486,9210
Day 3487,3504
Day 3488,4652
Day 3489,6878
Day 3490,427
Day 3491,3769
Day 3492,6467
Day 3493,5228
Day 3494,4753
Day 3495,5671
Day 3496,9900
Day 3497,7103
Day 3498,7393
Day 3499,1547
Day 3500,7156
Day 3501,9580
Day 3502,5806
Day 3503,4046
Day 3504,618
Day 3505,9079
Day 3506,522
Day 3507,8759
Day 3508,7041
Day 3509,3976
Day 3510,697
Day 3511,5853
Day 3512,7308
Day 3513,9997
Day 3514,8989
Day 3515,1009
Day 3516,3532
Day 3517,9348
Day 3518,3834
Day 3519,2525
Day 3520,4680
Day 3521,5500
Day 3522,6960
Day 3523,5485
Day 3524,7953
Day 3525,8764
Day 3526,5844
Day 3527,978
Day 3528,1589
Day 3529,2823
Day 3530,8412
Day 3531,4353
Day 3532,8066
Day 3533,1598
Day 3534,6779
Day 3535,728
Day 3536,4590
Day 3537,2086
Day 3538,7618
Day 3539,8447
Day 3540,3002
Day 3541,9055
Day 3542,9882
Day 3543,3495
Day 3544,5567
Day 3545,1114
Day 3546,8316
Day 3547,8448
Day 3548,4100
Day 3549,4889
Day 3550,3716
Day 3551,6644
Day 3552,5021
Day 3553,119
Day 3554,6486
Day 3555,6732
Day 3556,8015
Day 3557,9280
Day 3558,8600
Day 3559,5104
Day 3560,921
Day 3561,4429
Day 3562,1853
Day 3563,7380
Day 3564,3995
Day 3565,9639
Day 3566,4239
Day 3567,2670
Day 3568,3286
Day 3569,3481
Day 3570,6693
Day 3571,7519
Day 3572,8783
Day 3573,308
Day 3574,532
Day 3575,944
Day 3576,1484
Day 3577,128
Day 3578,1620
Day 3579,9150
Day 3580,1921
Day 3581,4542
Day 3582,1623
Day 3583,2940
Day 3584,2432
Day 3585,9058
Day 3586,779
Day 3587,793
Day 3588,9107
Day 3589,5400
Day 3590,2485
Day 3591,7651
Day 3592,3840
Day 3593,7205
Day 3594,1066
Day 3595,1939
Day 3596,9330
Day 3597,317
Day 3598,8489
Day 3599,5760
Day 3600,8455
Day 3601,2656
Day 3602,423
Day 3603,1325
Day 3604,9845
Day 3605,4145
Day 3606,5466
Day 3607,3722
Day 3608,9541
Day 3609,3678
Day 3610,9679
Day 3611,2990
Day 3612,7153
Day 3613,4182
Day 3614,2933
Day 3615,194
Day 3616,2458
Day 3617,394
Day 3618,9989
Day 3619,7646
Day 3620,4781
Day 3621,9087
Day 3622,6164
Day 3623,6562
Day 3624,4224
Day 3625,5127
Day 3626,9422
Day 3627,4981
Day 3628,1226
Day 3629,542
Day 3630,4757
Day 3631,3143
Day 3632,5449
Day 3633,6330
Day 3634,1761
Day 3635,2675
Day 3636,6081
Day 3637,9655
Day 3638,7448
Day 3639,2680
Day 3640,8201
Day 3641,8675
Day 3642,1401
Day 3643,5069
Day 3644,632
Day 3645,1056
Day 3646,5898
Day 3647,3301
Day 3648,2810
Day 3649,4595
Day 3650,8501
Day 3651,1688
Day 3652,3692
Day 3653,9101
Day 3654,1703
Day 3655,9206
Day 3656,5978
Day 3657,3700
Day 3658,6515
Day 3659,4520
Day 3660,4405
Day 3661,3170
Day 3662,4538
Day 3663,6801
Day 3664,7707
Day 3665,277
Day 3666,5443
Day 3667,1388
Day 3668,3066
Day 3669,2021
Day 3670,840
Day 3671,7140
Day 3672,7938
Day 3673,8486
Day 3674,5986
Day 3675,1903
Day 3676,5579
Day 3677,2727
Day 3678,6133
Day 3679,8325
Day 3680,212
Day 3681,9871
Day 3682,2983
Day 3683,1279
Day 3684,8170
Day 3685,7036
Day 3686,3923
Day 3687,1965
Day 3688,2811
Day 3689,8454
Day 3690,1983
Day 3691,3066
Day 3692,9416
Day 3693,4575
Day 3694,837
Day 3695,5389
Day 3696,1224
Day 3697,483
Day 3698,4117
Day 3699,8999
Day 3700,8790
Day 3701,2380
Day 3702,4520
Day 3703,6118
Day 3704,2877
Day 3705,9920
Day 3706,967
Day 3707,6661
Day 3708,1155
Day 3709,5141
Day 3710,6430
Day 3711,9388
Day 3712,663
Day 3713,9376
Day 3714,3822
Day 3715,3822
Day 3716,6566
Day 3717,4360
Day 3718,4878
Day 3719,4228
Day 3720,9368
Day 3721,5050
Day 3722,9438
Day 3723,7925
Day 3724,6095
Day 3725,4489
Day 3726,6630
Day 3727,6869
Day 3728,701
Day 3729,5120
Day 3730,8239
Day 3731,1979
Day 3732,2836
Day 3733,2301
Day 3734,7472
Day 3735,3212
Day 3736,1117
Day 3737,9862
Day 3738,3662
Day 3739,9804
Day 3740,6821
Day 3741,7218
Day 3742,5200
Day 3743,5405
Day 3744,3553
Day 3745,2561
Day 3746,2602
Day 3747,1219
Day 3748,9470
Day 3749,542
Day 3750,6092
Day 3751,5037
Day 3752,8502
Day 3753,6478
Day 3754,5617
Day 3755,4113
Day 3756,7613
Day 3757,7010
Day 3758,272
Day 3759,6804
Day 3760,2276
Day 3761,4018
Day 3762,2566
Day 3763,7925
Day 3764,562
Day 3765,3415
Day 3766,4932
Day 3767,1615
Day 3768,4290
Day 3769,9907
Day 3770,2076
Day 3771,202
Day 3772,4376
Day 3773,7677
Day 3774,3559
Day 3775,8251
Day 3776,7438
Day 3777,9545
Day 3778,1421
Day 3779,5149
Day 3780,1359
Day 3781,4138
Day 3782,6028
Day 3783,2152
Day 3784,2166
Day 3785,204
Day 3786,8788
Day 3787,8219
Day 3788,7305
Day 3789,2221
Day 3790,2625
Day 3791,519
Day 3792,713
Day 3793,3121
Day 3794,9855
Day 3795,4927
Day 3796,7477
Day 3797,3789
Day 3798,5877
Day 3799,2111
Day 3800,5594
Day 3801,1482
Day 3802,7626
Day 3803,9542
Day 3804,5076
Day 3805,572
Day 3806,2404
Day 3807,9998
Day 3808,8180
Day 3809,6139
Day 3810,394
Day 3811,131
Day 3812,990
Day 3813,8254
Day 3814,3873
Day 3815,528
Day 3816,4727
Day 3817,772
Day 3818,9027
Day 3819,2071
Day 3820,8450
Day 3821,9745
Day 3822,6646
Day 3823,6703
Day 3824,601
Day 3825,7708
Day 3826,2554
Day 3827,9475
Day 3828,1968
Day 3829,8251
Day 3830,7774
Day 3831,287
Day 3832,241
Day 3833,5261
Day 3834,9428
Day 3835,1950
Day 3836,2778
Day 3837,723
Day 3838,4731
Day 3839,873
Day 3840,6692
Day 3841,2840
Day 3842,1311
Day 3843,2789
Day 3844,5637
Day 3845,6924
Day 3846,9031
Day 3847,3083
Day 3848,1245
Day 3849,5417
Day 3850,6503
Day 3851,8079
Day 3852,8955
Day 3853,5733
Day 3854,6430
Day 3855,3884
Day 3856,2282
Day 3857,5959
Day 3858,2924
Day 3859,1228
Day 3860,8227
Day 3861,8084
Day 3862,3666
Day 3863,9552
Day 3864,8290
Day 3865,5281
Day 3866,1896
Day 3867,8534
Day 3868,8220
Day 3869,8976
Day 3870,5007
Day 3871,9313
Day 3872,1160
Day 3873,4713
Day 3874,3088
Day 3875,3145
Day 3876,1684
Day 3877,153
Day 3878,1167
Day 3879,7033
Day 3880,7769
Day 3881,3083
Day 3882,4135
Day 3883,671
Day 3884,4854
Day 3885,6960
Day 3886,665
Day 3887,9732
Day 3888,9370
Day 3889,5408
Day 3890,5606
Day 3891,8130
Day 3892,8907
Day 3893,9096
Day 3894,3643
Day 3895,1545
Day 3896,8414
Day 3897,1200
Day 3898,6990
Day 3899,2368
Day 3900,2889
Day 3901,3950
Day 3902,4701
Day 3903,1907
Day 3904,8813
Day 3905,499
Day 3906,8471
Day 3907,874
Day 3908,7481
Day 3909,2257
Day 3910,6726
Day 3911,7810
Day 3912,5905
Day 3913,8549
Day 3914,244
Day 3915,6091
Day 3916,2384
Day 3917,7803
Day 3918,8827
Day 3919,2810
Day 3920,6237
Day 3921,8374
Day 3922,1081
Day 3923,2812
Day 3924,7156
Day 3925,3166
Day 3926,3483
Day 3927,5727
Day 3928,8262
Day 3929,7234
Day 3930,8272
Day 3931,5280
Day 3932,3706
Day 3933,7807
Day 3934,6917
Day 3935,4866
Day 3936,7950
Day 3937,8616
Day 3938,8821
Day 3939,8078
Day 3940,6690
Day 3941,6039
Day 3942,7073
Day 3943,3465
Day 3944,9263
Day 3945,7088
Day 3946,6834
Day 3947,3500
Day 3948,9621
Day 3949,8964
Day 3950,8634
Day 3951,2650
Day 3952,8170
Day 3953,4661
Day 3954,1730
Day 3955,3003
Day 3956,7145
Day 3957,5491
Day 3958,3197
Day 3959,9751
Day 3960,8777
Day 3961,2579
Day 3962,7657
Day 3963,9818
Day 3964,7679
Day 3965,7402
Day 3966,2351
Day 3967,9052
Day 3968,1344
Day 3969,753
Day 3970,8064
Day 3971,6706
Day 3972,6493
Day 3973,4251
Day 3974,4104
Day 3975,3920
Day 3976,4798
Day 3977,6655
Day 3978,705
Day 3979,3786
Day 3980,7387
Day 3981,7245
Day 3982,9162
Day 3983,542
Day 3984,3565
Day 3985,2767
Day 3986,1519
Day 3987,2434
Day 3988,4154
Day 3989,2594
Day 3990,3044
Day 3991,6700
Day 3992,1566
Day 3993,5319
Day 3994,1160
Day 3995,1829
Day 3996,6887
Day 3997,1760
Day 3998,559
Day 3999,9331
Day 4000,273
Day 4001,3782
Day 4002,531
Day 4003,9821
Day 4004,6097
Day 4005,8230
Day 4006,9795
Day 4007,9899
Day 4008,6117
Day 4009,3904
Day 4010,4857
Day 4011,4025
Day 4012,1104
Day 4013,3082
Day 4014,5664
Day 4015,3759
Day 4016,3261
Day 4017,5766
Day 4018,3658
Day 4019,3008
Day 4020,3177
Day 4021,181
Day 4022,7442
Day 4023,2951
Day 4024,5080
Day 4025,9424
Day 4026,6910
Day 4027,6640
Day 4028,366
Day 4029,1747
Day 4030,2436
Day 4031,4499
Day 4032,9358
Day 4033,5862
Day 4034,5202
Day 4035,9260
Day 4036,7812
Day 4037,9495
Day 4038,5577
Day 4039,7431
Day 4040,6199
Day 4041,5283
Day 4042,539
Day 4043,9731
Day 4044,7585
Day 4045,4015
Day 4046,2956
Day 4047,1082
Day 4048,1186
Day 4049,9919
Day 4050,1742
Day 4051,777
Day 4052,4867
Day 4053,7317
Day 4054,5070
Day 4055,4379
Day 4056,3694
Day 4057,4161
Day 4058,7899
Day 4059,4948
Day 4060,4414
Day 4061,9247
Day 4062,3971
Day 4063,2398
Day 4064,2960
Day 4065,6507
Day 4066,2601
Day 4067,8692
Day 4068,9399
Day 4069,4552
Day 4070,6997
Day 4071,3490
Day 4072,5248
Day 4073,7040
Day 4074,4006
Day 4075,1467
Day 4076,2157
Day 4077,2185
Day 4078,8444
Day 4079,9419
Day 4080,7248
Day 4081,9251
Day 4082,1306
Day 4083,4672
Day 4084,9711
Day 4085,4436
Day 4086,8627
Day 4087,7327
Day 4088,5592
Day 4089,9515
Day 4090,2794
Day 4091,7327
Day 4092,5982
Day 4093,3921
Day 4094,7342
Day 4095,2659
Day 4096,9334
Day 4097,4304
Day 4098,4298
Day 4099,712
Day 4100,4060
Day 4101,9759
Day 4102,9573
Day 4103,4207
Day 4104,9718
Day 4105,7657
Day 4106,7680
Day 4107,2565
Day 4108,800
Day 4109,9266
Day 4110,1964
Day 4111,4402
Day 4112,5685
Day 4113,8151
Day 4114,9881
Day 4115,2000
Day 4116,4064
Day 4117,1934
Day 4118,3189
Day 4119,8524
Day 4120,9734
Day 4121,7004
Day 4122,345
Day 4123,9725
Day 4124,9472
Day 4125,1710
Day 4126,5960
Day 4127,7488
Day 4128,2486
Day 4129,122
Day 4130,4424
Day 4131,8889
Day 4132,6387
Day 4133,5517
Day 4134,2574
Day 4135,6704
Day 4136,6137
Day 4137,6736
Day 4138,9012
Day 4139,6670
Day 4140,8068
Day 4141,6519
Day 4142,2056
Day 4143,3039
Day 4144,3716
Day 4145,9611
Day 4146,2024
Day 4147,772
Day 4148,6554
Day 4149,7018
Day 4150,9557
Day 4151,5283
Day 4152,7681
Day 4153,6262
Day 4154,4325
Day 4155,9200
Day 4156,5661
Day 4157,5521
Day 4158,1116
Day 4159,6599
Day 4160,6363
Day 4161,2899
Day 4162,7420
Day 4163,4077
Day 4164,2756
Day 4165,4037
Day 4166,129
Day 4167,6869
Day 4168,7068
Day 4169,4556
Day 4170,3340
Day 4171,8617
Day 4172,3815
Day 4173,9436
Day 4174,4095
Day 4175,9998
Day 4176,8003
Day 4177,4037
Day 4178,2928
Day 4179,2074
Day 4180,369
Day 4181,8306
Day 4182,6246
Day 4183,6362
Day 4184,9742
Day 4185,415
Day 4186,4173
Day 4187,264
Day 4188,9776
Day 4189,2584
Day 4190,5724
Day 4191,9765
Day 4192,8963
Day 4193,8473
Day 4194,8400
Day 4195,1118
Day 4196,1903
Day 4197,3472
Day 4198,3534
Day 4199,456
Day 4200,9853
Day 4201,9753
Day 4202,9503
Day 4203,7498
Day 4204,1621
Day 4205,2062
Day 4206,2964
Day 4207,4624
Day 4208,5398
Day 4209,1877
Day 4210,522
Day 4211,1549
Day 4212,9111
Day 4213,5439
Day 4214,4833
Day 4215,1377
Day 4216,8002
Day 4217,3513
Day 4218,9859
Day 4219,4896
Day 4220,4096
Day 4221,2536
Day 4222,6593
Day 4223,6863
Day 4224,1362
Day 4225,1823
Day 4226,1676
Day 4227,9662
Day 4228,8249
Day 4229,3813
Day 4230,9616
Day 4231,3093
Day 4232,6724
Day 4233,3897
Day 4234,3686
Day 4235,4290
Day 4236,6299
Day 4237,4690
Day 4238,4149
Day 4239,4680
Day 4240,9814
Day 4241,4613
Day 4242,9924
Day 4243,9964
Day 4244,8259
Day 4245,4645
Day 4246,3878
Day 4247,5591
Day 4248,4935
Day 4249,4732
Day 4250,8159
Day 4251,2886
Day 4252,3199
Day 4253,7677
Day 4254,7190
Day 4255,6267
Day 4256,7411
Day 4257,1642
Day 4258,9352
Day 4259,4579
Day 4260,7671
Day 4261,7414
Day 4262,6509
Day 4263,7087
Day 4264,1316
Day 4265,2054
Day 4266,2191
Day 4267,7332
Day 4268,6051
Day 4269,960
Day 4270,5516
Day 4271,4227
Day 4272,7602
Day 4273,6549
Day 4274,3726
Day 4275,5961
Day 4276,4665
Day 4277,2791
Day 4278,7655
Day 4279,5713
Day 4280,6793
Day 4281,7199
Day 4282,7233
Day 4283,7605
Day 4284,6004
Day 4285,4770
Day 4286,6816
Day 4287,424
Day 4288,7180
Day 4289,3678
Day 4290,4065
Day 4291,4949
Day 4292,5897
Day 4293,5601
Day 4294,7382
Day 4295,5841
Day 4296,328
Day 4297,2695
Day 4298,352
Day 4299,1968
Day 4300,1227
Day 4301,3197
Day 4302,7722
Day 4303,5253
Day 4304,1064
Day 4305,9299
Day 4306,8524
Day 4307,4231
Day 4308,4004
Day 4309,2950
Day 4310,3911
Day 4311,3722
Day 4312,9157
Day 4313,8913
Day 4314,1112
Day 4315,3829
Day 4316,5166
Day 4317,9263
Day 4318,8439
Day 4319,6246
Day 4320,7341
Day 4321,2170
Day 4322,4113
Day 4323,7152
Day 4324,8063
Day 4325,2881
Day 4326,4701
Day 4327,9878
Day 4328,8804
Day 4329,7107
Day 4330,8904
Day 4331,503
Day 4332,2189
Day 4333,4947
Day 4334,9902
Day 4335,4996
Day 4336,2953
Day 4337,7959
Day 4338,7443
Day 4339,7838
Day 4340,877
Day 4341,2072
Day 4342,3170
Day 4343,5131
Day 4344,2408
Day 4345,4410
Day 4346,8554
Day 4347,6853
Day 4348,5187
Day 4349,5913
Day 4350,8005
Day 4351,4282
Day 4352,5490
Day 4353,5606
Day 4354,8217
Day 4355,6328
Day 4356,4294
Day 4357,1409
Day 4358,1140
Day 4359,8544
Day 4360,9259
Day 4361,6079
Day 4362,2134
Day 4363,3488
Day 4364,2474
Day 4365,9240
Day 4366,3421
Day 4367,6407
Day 4368,5241
Day 4369,4160
Day 4370,9640
Day 4371,2299
Day 4372,814
Day 4373,8931
Day 4374,5799
Day 4375,4177
Day 4376,5258
Day 4377,8108
Day 4378,9914
Day 4379,5502
Day 4380,2998
Day 4381,8276
Day 4382,4405
Day 4383,3811
Day 4384,6179
Day 4385,7064
Day 4386,9551
Day 4387,7199
Day 4388,7946
Day 4389,2420
Day 4390,9695
Day 4391,3577
Day 4392,8338
Day 4393,8582
Day 4394,8260
Day 4395,7572
Day 4396,9759
Day 4397,3443
Day 4398,6131
Day 4399,3460
Day 4400,7356
Day 4401,2412
Day 4402,7492
Day 4403,3025
Day 4404,8390
Day 4405,3928
Day 4406,2096
Day 4407,9725
Day 4408,1393
Day 4409,5788
Day 4410,4407
Day 4411,8158
Day 4412,2610
Day 4413,1456
Day 4414,5956
Day 4415,9997
Day 4416,4289
Day 4417,7233
Day 4418,6901
Day 4419,5065
Day 4420,8593
Day 4421,5513
Day 4422,1819
Day 4423,4492
Day 4424,8940
Day 4425,3517
Day 4426,1371
Day 4427,1043
Day 4428,6722
Day 4429,6140
Day 4430,599
Day 4431,4349
Day 4432,9035
Day 4433,5850
Day 4434,6222
Day 4435,1287
Day 4436,7974
Day 4437,9802
Day 4438,7638
Day 4439,7430
Day 4440,7903
Day 4441,6665
Day 4442,745
Day 4443,4268
Day 4444,6349
Day 4445,9938
Day 4446,6745
Day 4447,1326
Day 4448,9384
Day 4449,3586
Day 4450,7016
Day 4451,2508
Day 4452,7015
Day 4453,9519
Day 4454,5649
Day 4455,2068
Day 4456,6829
Day 4457,7992
Day 4458,5350
Day 4459,3775
Day 4460,1533
Day 4461,8224
Day 4462,1863
Day 4463,5192
Day 4464,6210
Day 4465,2935
Day 4466,8277
Day 4467,1020
Day 4468,2581
Day 4469,6935
Day 4470,872
Day 4471,7816
Day 4472,1784
Day 4473,7693
Day 4474,815
Day 4475,8528
Day 4476,5071
Day 4477,5421
Day 4478,6681
Day 4479,9299
Day 4480,5564
Day 4481,3781
Day 4482,6539
Day 4483,645
Day 4484,4035
Day 4485,1494
Day 4486,5955
Day 4487,7337
Day 4488,5951
Day 4489,1184
Day 4490,2048
Day 4491,6018
Day 4492,7669
Day 4493,6696
Day 4494,9107
Day 4495,5796
Day 4496,1150
Day 4497,6391
Day 4498,6128
Day 4499,7164
Day 4500,6072
Day 4501,7456
Day 4502,8582
Day 4503,3110
Day 4504,7075
Day 4505,5181
Day 4506,5157
Day 4507,8165
Day 4508,5857
Day 4509,9158
Day 4510,9688
Day 4511,7624
Day 4512,4245
Day 4513,4174
Day 4514,1427
Day 4515,9558
Day 4516,5052
Day 4517,7434
Day 4518,248
Day 4519,5489
Day 4520,9964
Day 4521,8741
Day 4522,2479
Day 4523,9040
Day 4524,7730
Day 4525,7738
Day 4526,1685
Day 4527,6597
Day 4528,8911
Day 4529,1033
Day 4530,9147
Day 4531,664
Day 4532,9321
Day 4533,1679
Day 4534,7982
Day 4535,2878
Day 4536,3060
Day 4537,4847
Day 4538,9115
Day 4539,9692
Day 4540,1007
Day 4541,8391
Day 4542,6894
Day 4543,7692
Day 4544,3769
Day 4545,2317
Day 4546,4942
Day 4547,9615
Day 4548,5402
Day 4549,1547
Day 4550,5689
Day 4551,9174
Day 4552,3528
Day 4553,834
Day 4554,9524
Day 4555,4617
Day 4556,716
Day 4557,1167
Day 4558,9949
Day 4559,3178
Day 4560,3781
Day 4561,6305
Day 4562,8290
Day 4563,4028
Day 4564,2082
Day 4565,669
Day 4566,5305
Day 4567,1787
Day 4568,6901
Day 4569,656
Day 4570,4409
Day 4571,9603
Day 4572,4441
Day 4573,4372
Day 4574,4001
Day 4575,3435
Day 4576,6084
Day 4577,854
Day 4578,3564
Day 4579,7230
Day 4580,2486
Day 4581,375
Day 4582,2051
Day 4583,9147
Day 4584,4330
Day 4585,1782
Day 4586,9782
Day 4587,7212
Day 4588,3405
Day 4589,3494
Day 4590,4840
Day 4591,5959
Day 4592,1921
Day 4593,1817
Day 4594,7660
Day 4595,5519
Day 4596,8680
Day 4597,4880
Day 4598,3060
Day 4599,5512
Day 4600,6173
Day 4601,6797
Day 4602,4736
Day 4603,6594
Day 4604,773
Day 4605,3033
Day 4606,2053
Day 4607,2151
Day 4608,8768
Day 4609,9154
Day 4610,1067
Day 4611,2112
Day 4612,7206
Day 4613,1327
Day 4614,9548
Day 4615,5275
Day 4616,5251
Day 4617,3041
Day 4618,3584
Day 4619,3498
Day 4620,1952
Day 4621,3504
Day 4622,5997
Day 4623,4213
Day 4624,7008
Day 4625,6182
Day 4626,6162
Day 4627,2832
Day 4628,635
Day 4629,5543
Day 4630,5238
Day 4631,6610
Day 4632,5067
Day 4633,7876
Day 4634,2575
Day 4635,2189
Day 4636,2466
Day 4637,6775
Day 4638,5575
Day 4639,6570
Day 4640,4750
Day 4641,4987
Day 4642,8543
Day 4643,4300
Day 4644,2640
Day 4645,1907
Day 4646,8955
Day 4647,1826
Day 4648,2368
Day 4649,9986
Day 4650,1763
Day 4651,9233
Day 4652,3432
Day 4653,2851
Day 4654,6987
Day 4655,7320
Day 4656,3623
Day 4657,1104
Day 4658,9266
Day 4659,4617
Day 4660,8107
Day 4661,3578
Day 4662,6732
Day 4663,3959
Day 4664,250
Day 4665,355
Day 4666,2338
Day 4667,4507
Day 4668,1796
Day 4669,2112
Day 4670,3011
Day 4671,1478
Day 4672,9441
Day 4673,5011
Day 4674,173
Day 4675,3471
Day 4676,9810
Day 4677,3808
Day 4678,6494
Day 4679,8261
Day 4680,3036
Day 4681,7295
Day 4682,2943
Day 4683,3482
Day 4684,8745
Day 4685,7287
Day 4686,1866
Day 4687,8866
Day 4688,2502
Day 4689,7981
Day 4690,3564
Day 4691,3152
Day 4692,2536
Day 4693,1747
Day 4694,4649
Day 4695,1004
Day 4696,677
Day 4697,6409
Day 4698,2841
Day 4699,1401
Day 4700,2861
Day 4701,9520
Day 4702,508
Day 4703,7823
Day 4704,6904
Day 4705,3728
Day 4706,7011
Day 4707,1021
Day 4708,7026
Day 4709,443
Day 4710,6837
Day 4711,5730
Day 4712,106
Day 4713,1287
Day 4714,456
Day 4715,3068
Day 4716,2159
Day 4717,6975
Day 4718,9696
Day 4719,6860
Day 4720,4776
Day 4721,1487
Day 4722,3579
Day 4723,2817
Day 4724,5552
Day 4725,5644
Day 4726,9622
Day 4727,3325
Day 4728,5562
Day 4729,9535
Day 4730,7007
Day 4731,7762
Day 4732,6431
Day 4733,372
Day 4734,2316
Day 4735,8133
Day 4736,4696
Day 4737,4313
Day 4738,9900
Day 4739,1320
Day 4740,128
Day 4741,5923
Day 4742,4721
Day 4743,8125
Day 4744,2873
Day 4745,2671
Day 4746,2572
Day 4747,3953
Day 4748,9233
Day 4749,1624
Day 4750,8085
Day 4751,145
Day 4752,7901
Day 4753,4524
Day 4754,3502
Day 4755,1632
Day 4756,5291
Day 4757,4399
Day 4758,1032
Day 4759,3467
Day 4760,1415
Day 4761,2195
Day 4762,135
Day 4763,9369
Day 4764,1595
Day 4765,3950
Day 4766,9309
Day 4767,9342
Day 4768,8236
Day 4769,6581
Day 4770,787
Day 4771,3960
Day 4772,1259
Day 4773,8252
Day 4774,2799
Day 4775,6758
Day 4776,6269
Day 4777,9139
Day 4778,3534
Day 4779,4701
Day 4780,702
Day 4781,3310
Day 4782,796
Day 4783,5696
Day 4784,8534
Day 4785,6238
Day 4786,8795
Day 4787,9970
Day 4788,1896
Day 4789,9277
Day 4790,6971
Day 4791,6928
Day 4792,4749
Day 4793,8592
Day 4794,5350
Day 4795,5166
Day 4796,3311
Day 4797,6129
Day 4798,1801
Day 4799,9263
Day 4800,7711
Day 4801,8160
Day 4802,3284
Day 4803,7023
Day 4804,2928
Day 4805,9505
Day 4806,839
Day 4807,4931
Day 4808,8961
Day 4809,1161
Day 4810,9564
Day 4811,5401
Day 4812,730
Day 4813,3709
Day 4814,9317
Day 4815,9422
Day 4816,6096
Day 4817,6124
Day 4818,6917
Day 4819,9788
Day 4820,5029
Day 4821,5489
Day 4822,2551
Day 4823,2684
Day 4824,3824
